noname,Сахтыш,ж/д станция, ж/д станция Сахтыш,56.801203,40.552833
noname,Текстильный,ж/д станция, ж/д станция Текстильный,56.9985966,40.8908966
noname,Якшинский,ж/д станция, ж/д станция Якшинский,56.7284446,40.5176204
noname,Оболсуново,ж/д станция, ж/д станция Оболсуново,56.885705,40.6324439
noname,Тейково,ж/д станция, ж/д станция Тейково,56.8572649,40.5637758
noname,Наугольный,ж/д станция, ж/д станция Наугольный,56.359792,38.178692
noname,Лев Толстой,ж/д станция, ж/д станция Лев Толстой,,
noname,Шлипово,ж/д станция, ж/д станция Шлипово,54.168111,35.1127901
noname,Занозная,ж/д станция, ж/д станция Занозная,54.35343,34.3206451
noname,Барятинская,ж/д станция, ж/д станция Барятинская,54.3083511,34.5276157
noname,Бабынино,ж/д станция, ж/д станция Бабынино,54.388255,35.7394269
noname,Павлиново,ж/д станция, ж/д станция Павлиново,54.479217,33.743777
noname,Матчино,ж/д станция, ж/д станция Матчино,55.2442426,37.7937923
noname,Козельск,ж/д станция, ж/д станция Козельск,54.0370055,35.7594267
noname,Шепелево,ж/д станция, ж/д станция Шепелево,54.0400315,36.0129247
noname,Тупик,ж/д станция, ж/д станция Тупик,,
noname,Слаговищи,ж/д станция, ж/д станция Слаговищи,53.971345,35.857444
noname,Говардово,ж/д станция, ж/д станция Говардово,54.7736724,35.9157661
noname,Мятлевская,ж/д станция, ж/д станция Мятлевская,54.8933475,35.6740277
noname,Милятинский Завод,ж/д станция, ж/д станция Милятинский Завод,54.484265,34.299287
noname,Шайковка,ж/д станция, ж/д станция Шайковка,54.2263889,34.3716905
noname,Бетлица,ж/д станция, ж/д станция Бетлица,54.0131282,33.9483505
noname,Людиново-1,ж/д станция, ж/д станция Людиново-1,53.831021,34.4308042
noname,Людиново-2,ж/д станция, ж/д станция Людиново-2,53.88637,34.42616
noname,Кресты,ж/д станция, ж/д станция Кресты,55.275946,37.1040729
noname,Новая Пустынь,ж/д станция, ж/д станция Новая Пустынь,54.2561569,40.4655222
noname,Нерехта,ж/д станция, ж/д станция Нерехта,57.4617672,40.5487358
noname,Бурмакино,ж/д станция, ж/д станция Бурмакино,57.43689,40.3190299
noname,Фурманов,ж/д станция, ж/д станция Фурманов,57.2450672,41.1153284
noname,Армёнки,ж/д станция, ж/д станция Армёнки,,
noname,Ежово,ж/д станция, ж/д станция Ежово,,
noname,Ермолино,ж/д станция, ж/д станция Ермолино,57.09624,41.24691
noname,Строкино,ж/д станция, ж/д станция Строкино,57.0174506,40.9797547
noname,Шлюз,ж/д станция, ж/д станция Шлюз,,
noname,Кимовск,ж/д станция, ж/д станция Кимовск,53.9650529,38.5363558
noname,Бобрик-Донской,ж/д станция, ж/д станция Бобрик-Донской,53.9628399,38.3110324
noname,Азотная,ж/д станция, ж/д станция Азотная,,
noname,Дорогобуж,ж/д станция, ж/д станция Дорогобуж,54.9772925,33.3582879
noname,Коллективист,ж/д станция, ж/д станция Коллективист,52.6906873,34.5986653
noname,Озёры,ж/д станция, ж/д станция Озёры,54.860602,38.566788
noname,Пономарево,ж/д станция, ж/д станция Пономарево,,
noname,Ефремов,ж/д станция, ж/д станция Ефремов,53.148843,38.1258811
noname,Назаровка,ж/д станция, ж/д станция Назаровка,,
noname,Окатово,ж/д станция, ж/д станция Окатово,58.412592,31.021742
noname,Курлово,ж/д станция, ж/д станция Курлово,55.4563422,40.6134152
noname,Великодворье,ж/д станция, ж/д станция Великодворье,55.2265586,40.6407095
noname,Столбовая,ж/д станция, ж/д станция Столбовая,55.2486,37.493472
noname,Гуреевский,ж/д станция, ж/д станция Гуреевский,,
noname,Эсино,ж/д станция, ж/д станция Эсино,,
noname,Мстера,ж/д станция, ж/д станция Мстера,56.264947,41.8659181
noname,Даниловская,ж/д станция, ж/д станция Даниловская,,
noname,Кудрявцево,ж/д станция, ж/д станция Кудрявцево,,
noname,Энергетик,ж/д станция, ж/д станция Энергетик,53.5927786,27.0522934
noname,Осеченка,ж/д станция, ж/д станция Осеченка,57.5445,34.801491
noname,Петровская,ж/д станция, ж/д станция Петровская,50.367853,30.327149
noname,Сотниково,ж/д станция, ж/д станция Сотниково,,
noname,Оленино,ж/д станция, ж/д станция Оленино,56.204678,33.4880209
noname,Торжок-Южный,ж/д станция, ж/д станция Торжок-Южный,57.0422306,34.9800982
noname,Крестниково,ж/д станция, ж/д станция Крестниково,56.313847,41.63269
noname,Угра,ж/д станция, ж/д станция Угра,54.7778644,34.3419954
noname,Руднево,ж/д станция, ж/д станция Руднево,,
noname,Узловая I,ж/д станция, ж/д станция Узловая I,53.9756922,38.1747813
noname,Муравьёво,ж/д станция, ж/д станция Муравьёво,,
noname,Ягодное,ж/д станция, ж/д станция Ягодное,,
noname,Вёрда,ж/д станция, ж/д станция Вёрда,,
noname,Хлудово,ж/д станция, ж/д станция Хлудово,53.505698,41.42924
noname,Карачев,ж/д станция, ж/д станция Карачев,53.132964,34.9816678
noname,Белые Берега,ж/д станция, ж/д станция Белые Берега,53.209074,34.6700136
noname,Ламки,ж/д станция, ж/д станция Ламки,53.2754437,41.0660264
noname,Челновая,ж/д станция, ж/д станция Челновая,52.9162574,41.2174848
noname,Стайная,ж/д станция, ж/д станция Стайная,,
noname,Коготково,ж/д станция, ж/д станция Коготково,53.7930707,39.5290056
noname,Троекурово,ж/д станция, ж/д станция Троекурово,53.414,39.71757
noname,Урусово,ж/д станция, ж/д станция Урусово,53.49158,39.61672
